TYPE,YTD CURTAILED MWH
LocalEconomic,"87,910"
LocalExDispatch,"1,275"
LocalSelfSchCut,"3,677"
SystemEconomic,"208,541"
SystemExDispatch,415
SystemSelfSchCut,828
TOTAL,"302,646"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
06/17,7 Economic,,Local,SOLR,0,
06/17,7 Economic,,System,SOLR,1,10
06/17,8 Economic,,Local,SOLR,2,7
06/17,8 Economic,,System,SOLR,0,
06/17,9 Economic,,Local,SOLR,6,
06/17,9 Economic,,System,SOLR,69,297
06/17,9 ExDispatch,,Local,SOLR,0,
06/17,9 ExDispatch,,System,SOLR,0,
06/17,10 Economic,,Local,SOLR,3,16
06/17,10 Economic,,System,SOLR,2,
06/17,10 ExDispatch,,Local,SOLR,0,0
06/17,10 ExDispatch,,System,SOLR,0,
06/17,11 ExDispatch,,Local,SOLR,1,3
06/17,11 ExDispatch,,System,SOLR,0,
06/17,12 ExDispatch,,Local,SOLR,1,4
06/17,12 ExDispatch,,System,SOLR,1,
06/17,13 ExDispatch,,Local,SOLR,0,
06/17,13 ExDispatch,,System,SOLR,0,1
06/17,14 ExDispatch,,System,SOLR,0,1
06/17,15 ExDispatch,,System,SOLR,0,0
06/17,17 ExDispatch,,Local,SOLR,0,0
