TYPE,YTD CURTAILED MWH
LocalEconomic,"82,776"
LocalExDispatch,"1,245"
LocalSelfSchCut,"3,621"
SystemEconomic,"197,740"
SystemExDispatch,398
SystemSelfSchCut,820
TOTAL,"286,600"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
06/05,6 Economic,,Local,WIND,0,4
06/05,8 Economic,,Local,SOLR,14,53
06/05,8 Economic,,System,SOLR,1,
06/05,8 ExDispatch,,Local,SOLR,0,
06/05,8 ExDispatch,,System,SOLR,0,
06/05,9 Economic,,System,SOLR,69,164
06/05,9 ExDispatch,,System,SOLR,0,
06/05,10 Economic,,Local,SOLR,37,180
06/05,10 Economic,,System,SOLR,4,
06/05,10 ExDispatch,,Local,SOLR,0,
06/05,10 ExDispatch,,System,SOLR,0,0
06/05,11 Economic,,Local,SOLR,121,196
06/05,11 ExDispatch,,Local,SOLR,1,1
06/05,11 ExDispatch,,System,SOLR,1,
06/05,11 SelfSchCut,,Local,SOLR,2,4
06/05,12 Economic,,Local,SOLR,1,2
06/05,12 ExDispatch,,Local,SOLR,2,4
06/05,12 ExDispatch,,System,SOLR,2,
06/05,13 Economic,,Local,SOLR,1,3
06/05,13 Economic,,System,SOLR,0,
06/05,13 ExDispatch,,Local,SOLR,1,3
06/05,13 ExDispatch,,System,SOLR,0,
06/05,13 SelfSchCut,,Local,SOLR,0,0
06/05,14 ExDispatch,,Local,SOLR,0,0
06/05,14 ExDispatch,,System,SOLR,0,
06/05,15 Economic,,Local,SOLR,1,15
06/05,15 SelfSchCut,,Local,SOLR,1,
06/05,17 ExDispatch,,Local,SOLR,0,
06/05,17 ExDispatch,,System,SOLR,0,0
06/05,18 Economic,,Local,SOLR,0,1
06/05,18 ExDispatch,,Local,SOLR,0,
