TYPE,YTD CURTAILED MWH
LocalEconomic,"90,362"
LocalExDispatch,"1,357"
LocalSelfSchCut,"3,697"
SystemEconomic,"208,928"
SystemExDispatch,484
SystemSelfSchCut,828
TOTAL,"305,657"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
07/10,9 Economic,,Local,SOLR,1,14
07/10,11 Economic,,Local,SOLR,0,1
07/10,12 Economic,,Local,SOLR,0,1
07/10,13 Economic,,Local,SOLR,0,1
07/10,13 ExDispatch,,System,SOLR,0,0
07/10,14 Economic,,Local,SOLR,1,2
07/10,14 Economic,,System,SOLR,1,13
07/10,15 Economic,,Local,SOLR,0,1
07/10,15 ExDispatch,,Local,SOLR,0,
07/10,15 ExDispatch,,System,SOLR,0,
07/10,16 ExDispatch,,Local,SOLR,0,0
