TYPE,YTD CURTAILED MWH
LocalEconomic,"87,978"
LocalExDispatch,"1,300"
LocalSelfSchCut,"3,677"
SystemEconomic,"208,556"
SystemExDispatch,427
SystemSelfSchCut,828
TOTAL,"302,767"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
06/20,9 ExDispatch,,System,SOLR,0,0
06/20,10 ExDispatch,,Local,SOLR,0,
06/20,10 ExDispatch,,System,SOLR,0,0
06/20,11 ExDispatch,,Local,SOLR,0,
06/20,11 ExDispatch,,System,SOLR,1,2
06/20,12 Economic,,Local,SOLR,1,3
06/20,12 Economic,,System,SOLR,0,
06/20,12 ExDispatch,,Local,SOLR,1,2
06/20,12 ExDispatch,,System,SOLR,0,
06/20,13 ExDispatch,,Local,SOLR,0,
06/20,13 ExDispatch,,System,SOLR,0,1
06/20,14 ExDispatch,,Local,SOLR,0,
06/20,14 ExDispatch,,System,SOLR,0,0
06/20,18 Economic,,System,SOLR,1,17
