TYPE,YTD CURTAILED MWH
LocalEconomic,"88,541"
LocalExDispatch,"1,317"
LocalSelfSchCut,"3,685"
SystemEconomic,"208,556"
SystemExDispatch,436
SystemSelfSchCut,828
TOTAL,"303,364"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
06/25,6 Economic,,Local,WIND,25,126
06/25,8 Economic,,Local,SOLR,1,
06/25,8 Economic,,Local,WIND,1,9
06/25,8 Economic,,System,SOLR,1,
06/25,9 Economic,,Local,SOLR,1,7
06/25,9 ExDispatch,,Local,SOLR,0,
06/25,9 ExDispatch,,System,SOLR,0,
06/25,10 ExDispatch,,Local,SOLR,0,
06/25,10 ExDispatch,,System,SOLR,0,0
06/25,11 ExDispatch,,Local,SOLR,1,3
06/25,11 ExDispatch,,System,SOLR,0,
06/25,12 Economic,,Local,SOLR,0,
06/25,12 ExDispatch,,Local,SOLR,2,3
06/25,12 ExDispatch,,System,SOLR,1,
06/25,13 Economic,,Local,SOLR,0,0
06/25,13 ExDispatch,,Local,SOLR,1,2
06/25,13 ExDispatch,,System,SOLR,0,
06/25,14 Economic,,Local,SOLR,1,1
06/25,14 ExDispatch,,Local,SOLR,0,0
06/25,14 ExDispatch,,System,SOLR,0,
06/25,15 Economic,,Local,SOLR,1,1
06/25,15 ExDispatch,,System,SOLR,0,0
06/25,16 Economic,,Local,SOLR,4,20
06/25,17 Economic,,Local,SOLR,4,20
06/25,18 Economic,,Local,SOLR,1,10
