TYPE,YTD CURTAILED MWH
LocalEconomic,"87,899"
LocalExDispatch,"1,273"
LocalSelfSchCut,"3,677"
SystemEconomic,"208,467"
SystemExDispatch,414
SystemSelfSchCut,828
TOTAL,"302,558"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
06/16,9 Economic,,Local,SOLR,0,1
06/16,9 ExDispatch,,Local,SOLR,0,0
06/16,9 ExDispatch,,System,SOLR,0,
06/16,10 Economic,,Local,SOLR,1,2
06/16,10 ExDispatch,,Local,SOLR,0,
06/16,10 ExDispatch,,System,SOLR,0,0
06/16,11 Economic,,Local,SOLR,2,5
06/16,11 ExDispatch,,Local,SOLR,0,2
06/16,11 ExDispatch,,System,SOLR,1,
06/16,12 Economic,,Local,SOLR,74,443
06/16,12 ExDispatch,,Local,SOLR,2,3
06/16,13 Economic,,Local,SOLR,4,4
06/16,13 ExDispatch,,Local,SOLR,0,
06/16,13 ExDispatch,,System,SOLR,0,
06/16,13 SelfSchCut,,Local,SOLR,0,
06/16,14 Economic,,Local,SOLR,3,5
06/16,15 Economic,,Local,SOLR,0,
06/16,15 Economic,,System,SOLR,0,1
06/16,15 ExDispatch,,Local,SOLR,0,
06/16,15 ExDispatch,,System,SOLR,0,
06/16,16 ExDispatch,,Local,SOLR,0,0
06/16,16 ExDispatch,,System,SOLR,0,
06/16,18 Economic,,Local,WIND,3,39
06/16,22 Economic,,Local,WIND,2,22
