TYPE,YTD CURTAILED MWH
LocalEconomic,"94,153"
LocalExDispatch,"1,364"
LocalSelfSchCut,"3,697"
SystemEconomic,"208,935"
SystemExDispatch,494
SystemSelfSchCut,828
TOTAL,"309,472"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
07/20,7 Economic,,Local,SOLR,0,0
07/20,10 Economic,,Local,SOLR,0,0
07/20,10 ExDispatch,,Local,SOLR,0,
07/20,10 ExDispatch,,System,SOLR,0,
07/20,11 Economic,,Local,SOLR,15,72
07/20,11 ExDispatch,,Local,SOLR,0,0
07/20,11 ExDispatch,,System,SOLR,0,
07/20,12 Economic,,Local,SOLR,15,111
07/20,12 Economic,,Local,WIND,0,0
07/20,12 ExDispatch,,Local,SOLR,0,0
07/20,12 ExDispatch,,System,SOLR,0,
07/20,13 Economic,,Local,SOLR,10,70
07/20,13 ExDispatch,,Local,SOLR,0,
07/20,13 ExDispatch,,System,SOLR,0,0
07/20,14 Economic,,Local,SOLR,1,2
07/20,14 ExDispatch,,Local,SOLR,0,0
07/20,14 ExDispatch,,System,SOLR,0,
07/20,15 Economic,,Local,SOLR,1,1
07/20,15 Economic,,System,SOLR,4,44
07/20,16 Economic,,Local,SOLR,0,0
07/20,17 ExDispatch,,Local,SOLR,0,0
07/20,18 Economic,,System,SOLR,0,5
07/20,19 Economic,,Local,SOLR,3,36
07/20,22 Economic,,Local,WIND,2,23
