TYPE,YTD CURTAILED MWH
LocalEconomic,"96,368"
LocalExDispatch,"1,364"
LocalSelfSchCut,"3,701"
SystemEconomic,"208,938"
SystemExDispatch,495
SystemSelfSchCut,828
TOTAL,"311,694"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
07/25,7 Economic,,Local,SOLR,0,1
07/25,7 Economic,,Local,WIND,3,30
07/25,9 ExDispatch,,System,SOLR,0,0
07/25,10 Economic,,Local,SOLR,26,130
07/25,11 Economic,,Local,SOLR,0,1
07/25,11 ExDispatch,,Local,SOLR,0,0
07/25,12 Economic,,Local,SOLR,40,158
07/25,13 Economic,,Local,SOLR,79,130
07/25,14 Economic,,Local,SOLR,139,238
07/25,14 SelfSchCut,,Local,SOLR,4,5
07/25,15 Economic,,Local,SOLR,1,3
07/25,16 Economic,,Local,SOLR,41,279
07/25,17 Economic,,Local,SOLR,14,98
07/25,17 ExDispatch,,Local,SOLR,0,
07/25,18 Economic,,Local,SOLR,0,6
