DATE,HOUR CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
03/22,9 Economic,,Local,SOLR,1,
03/22,9 Economic,,System,SOLR,30,270
03/22,9 Economic,,System,WIND,13,79
03/22,10 Economic,,Local,SOLR,18,
03/22,10 Economic,,System,SOLR,17,69
03/22,10 Economic,,System,WIND,8,76
03/22,10 SelfSchCut,,Local,SOLR,10,
03/22,11 Economic,,Local,SOLR,38,21
03/22,11 Economic,,Local,WIND,11,
03/22,11 Economic,,System,SOLR,95,429
03/22,11 Economic,,System,WIND,33,66
03/22,11 SelfSchCut,,Local,SOLR,6,10
03/22,12 Economic,,Local,SOLR,17,24
03/22,12 Economic,,System,SOLR,113,367
03/22,12 Economic,,System,WIND,25,72
03/22,12 SelfSchCut,,Local,SOLR,62,
03/22,13 Economic,,Local,SOLR,19,16
03/22,13 Economic,,System,SOLR,55,203
03/22,13 Economic,,System,WIND,36,87
03/22,13 SelfSchCut,,Local,SOLR,2,
03/22,14 Economic,,Local,SOLR,6,13
03/22,14 Economic,,System,SOLR,10,75
03/22,15 Economic,,Local,SOLR,1,
03/22,15 Economic,,System,SOLR,5,21
03/22,15 Economic,,System,WIND,4,48
03/22,16 Economic,,System,SOLR,3,18
03/22,17 Economic,,Local,SOLR,1,
03/22,17 Economic,,System,SOLR,36,280
03/22,17 Economic,,System,WIND,17,110
03/22,18 Economic,Local,SOLR,1,
03/22,18 Economic,System,SOLR,0,2
03/22,18 Economic,System,WIND,5,47
03/22,19 Economic,Local,SOLR,0,
03/22,19 Economic,System,SOLR,30,140
03/22,19 Economic,System,WIND,20,72
03/22,23 Economic,System,WIND,12,75
03/22,24 Economic,System,WIND,12,79
