DATE,HOUR CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
03/12,5 Economic,,Local,WIND,1,11
03/12,5 Economic,,System,WIND,0,
03/12,6 Economic,,System,WIND,19,128
03/12,8 Economic,,Local,SOLR,0,
03/12,8 Economic,,System,SOLR,2,8
03/12,8 Economic,,System,WIND,0,0
03/12,9 Economic,,Local,SOLR,128,200
03/12,9 Economic,,Local,WIND,0,1
03/12,9 Economic,,System,SOLR,361,920
03/12,9 Economic,,System,WIND,11,40
03/12,10 Economic,,Local,SOLR,310,260
03/12,10 Economic,,Local,WIND,2,1
03/12,10 Economic,,System,SOLR,912,1149
03/12,10 Economic,,System,WIND,13,24
03/12,11 Economic,,Local,SOLR,265,340
03/12,11 Economic,,Local,WIND,1,1
03/12,11 Economic,,System,SOLR,1061,1133
03/12,11 Economic,,System,WIND,7,5
03/12,12 Economic,,System,SOLR,677,1075
03/12,12 Economic,,System,WIND,2,1
03/12,13 Economic,,System,SOLR,887,1154
03/12,13 Economic,,System,WIND,3,2
03/12,14 Economic,,System,SOLR,1107,1230
03/12,14 Economic,,System,WIND,3,4
03/12,15 Economic,,System,SOLR,852,1284
03/12,15 Economic,,System,WIND,1,3
03/12,16 Economic,,Local,SOLR,3,
03/12,16 Economic,,Local,WIND,0,
03/12,16 Economic,,System,SOLR,209,598
03/12,16 Economic,System,WIND,1,1
03/12,17 Economic,Local,SOLR,24,
03/12,17 Economic,Local,WIND,0,
03/12,17 Economic,System,SOLR,397,900
03/12,17 Economic,System,WIND,1,1
03/12,18 Economic,Local,SOLR,53,
03/12,18 Economic,Local,WIND,0,
03/12,18 Economic,System,SOLR,130,639
03/12,18 Economic,System,WIND,0,1
