DATE,HOUR CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
03/21,2 Economic,,System,WIND,51,79
03/21,3 Economic,,System,WIND,8,78
03/21,9 Economic,,Local,SOLR,1,
03/21,9 Economic,,System,SOLR,35,226
03/21,9 Economic,,System,WIND,19,74
03/21,10 Economic,,System,SOLR,3,9
03/21,11 Economic,,System,SOLR,141,572
03/21,11 Economic,,System,WIND,48,133
03/21,12 Economic,,Local,SOLR,1,
03/21,12 Economic,,System,SOLR,71,288
03/21,12 Economic,,System,WIND,80,137
03/21,13 Economic,,System,SOLR,49,289
03/21,13 Economic,,System,WIND,29,123
03/21,14 Economic,,System,SOLR,491,822
03/21,14 Economic,,System,WIND,103,90
03/21,15 Economic,,Local,SOLR,4,
03/21,15 Economic,,System,SOLR,72,349
03/21,15 Economic,,System,WIND,21,85
03/21,16 Economic,,System,SOLR,3,16
03/21,17 Economic,,Local,SOLR,1,
03/21,17 Economic,,System,SOLR,48,201
03/21,17 Economic,,System,WIND,44,102
03/21,18 Economic,,Local,SOLR,1,
03/21,18 Economic,,System,SOLR,48,537
03/21,18 Economic,,System,WIND,10,116
03/21,19 Economic,,Local,SOLR,0,
03/21,19 Economic,,System,SOLR,0,2
