DATE,HOUR CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
03/18,8 Economic,,Local,SOLR,0,
03/18,8 Economic,,System,SOLR,1,3
03/18,9 Economic,,Local,SOLR,73,196
03/18,9 Economic,,Local,WIND,6,8
03/18,9 Economic,,System,SOLR,139,442
03/18,9 Economic,,System,WIND,23,65
03/18,10 Economic,,Local,SOLR,7,4
03/18,10 Economic,,Local,WIND,1,7
03/18,10 Economic,,System,SOLR,11,105
03/18,10 Economic,,System,WIND,2,27
03/18,11 Economic,,Local,SOLR,2,
03/18,11 Economic,,Local,WIND,1,7
03/18,11 Economic,,System,SOLR,3,15
03/18,12 Economic,,System,SOLR,4,15
03/18,13 Economic,,Local,SOLR,4,
03/18,13 Economic,,System,SOLR,34,138
03/18,13 Economic,,System,WIND,3,9
03/18,14 Economic,,Local,SOLR,3,9
03/18,14 Economic,,Local,WIND,1,10
03/18,14 Economic,,System,SOLR,72,432
03/18,14 Economic,,System,WIND,1,4
03/18,15 Economic,,Local,SOLR,2,
03/18,15 Economic,,System,SOLR,152,379
03/18,15 Economic,,System,WIND,16,16
03/18,16 Economic,,System,SOLR,217,578
03/18,16 Economic,,System,WIND,35,35
03/18,17 Economic,,Local,SOLR,3,
03/18,17 Economic,,System,SOLR,106,535
03/18,17 Economic,,System,WIND,19,57
03/18,18 Economic,,Local,SOLR,4,27
03/18,18 Economic,,System,SOLR,1,
