TYPE,YTD CURTAILED MWH
LocalEconomic,"78,937"
LocalExDispatch,"1,084"
LocalSelfSchCut,"3,434"
SystemEconomic,"190,667"
SystemExDispatch,294
SystemSelfSchCut,820
TOTAL,"275,236"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
05/23,7 Economic,,Local,SOLR,1,6
05/23,8 Economic,,Local,SOLR,9,
05/23,8 Economic,,System,SOLR,21,232
05/23,8 ExDispatch,,Local,SOLR,0,
05/23,8 ExDispatch,,System,SOLR,0,0
05/23,9 Economic,,Local,SOLR,6,24
05/23,9 Economic,,System,SOLR,3,
05/23,9 ExDispatch,,System,SOLR,0,
05/23,10 Economic,,Local,SOLR,11,15
05/23,10 ExDispatch,,Local,SOLR,1,1
05/23,11 Economic,,Local,SOLR,2,10
05/23,11 ExDispatch,,Local,SOLR,1,3
05/23,11 ExDispatch,,System,SOLR,3,
05/23,12 Economic,,Local,SOLR,6,10
05/23,12 ExDispatch,,Local,SOLR,7,7
05/23,12 ExDispatch,,System,SOLR,1,
05/23,13 Economic,,Local,SOLR,1,4
05/23,13 ExDispatch,,Local,SOLR,6,8
05/23,13 ExDispatch,,System,SOLR,2,
05/23,14 Economic,,Local,SOLR,8,12
05/23,14 ExDispatch,,Local,SOLR,6,8
05/23,14 ExDispatch,,System,SOLR,1,
05/23,15 Economic,,Local,SOLR,1,2
05/23,15 ExDispatch,,System,SOLR,3,2
05/23,15 SelfSchCut,,Local,SOLR,0,1
05/23,15 SelfSchCut,,Local,WIND,3,8
05/23,16 Economic,,Local,SOLR,11,15
05/23,16 ExDispatch,,Local,SOLR,1,
05/23,16 ExDispatch,,Local,WIND,1,
05/23,17 Economic,,Local,SOLR,6,20
05/23,17 ExDispatch,,Local,SOLR,2,2
05/23,17 ExDispatch,Local,WIND,5,4
05/23,18 Economic,Local,SOLR,0,0
05/23,18 Economic,System,WIND,0,
05/23,18 ExDispatch,Local,SOLR,0,0
05/23,18 ExDispatch,Local,WIND,1,4
05/23,20 Economic,System,SOLR,0,4
