TYPE,YTD CURTAILED MWH
LocalEconomic,"78,692"
LocalExDispatch,"1,005"
LocalSelfSchCut,"3,427"
SystemEconomic,"190,159"
SystemExDispatch,282
SystemSelfSchCut,820
TOTAL,"274,384"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
05/20,2 Economic,,Local,WIND,1,9
05/20,6 Economic,,System,SOLR,0,1
05/20,7 Economic,,Local,SOLR,5,5
05/20,7 Economic,,Local,WIND,0,3
05/20,7 Economic,,System,SOLR,16,167
05/20,8 Economic,,Local,SOLR,20,4
05/20,8 Economic,,Local,WIND,0,
05/20,8 Economic,,System,SOLR,266,590
05/20,8 ExDispatch,,Local,SOLR,0,
05/20,8 ExDispatch,,System,SOLR,0,0
05/20,9 Economic,,Local,SOLR,70,187
05/20,9 Economic,,System,SOLR,88,
05/20,9 ExDispatch,,Local,SOLR,0,0
05/20,9 ExDispatch,,System,SOLR,0,
05/20,10 Economic,,Local,SOLR,28,3
05/20,10 Economic,,System,SOLR,80,154
05/20,10 ExDispatch,,Local,SOLR,0,1
05/20,10 ExDispatch,,System,SOLR,0,
05/20,11 Economic,,Local,SOLR,9,13
05/20,11 Economic,,System,SOLR,0,
05/20,11 ExDispatch,,Local,SOLR,2,4
05/20,12 Economic,,Local,SOLR,8,21
05/20,12 Economic,,System,SOLR,1,
05/20,12 ExDispatch,,Local,SOLR,6,6
05/20,12 ExDispatch,,System,SOLR,2,
05/20,13 Economic,,Local,SOLR,48,200
05/20,13 ExDispatch,,Local,SOLR,8,8
05/20,14 Economic,,Local,SOLR,20,50
05/20,14 ExDispatch,,Local,SOLR,7,8
05/20,15 Economic,,Local,SOLR,22,62
05/20,15 ExDispatch,,Local,SOLR,2,2
05/20,16 Economic,Local,SOLR,159,511
05/20,16 Economic,Local,WIND,1,3
05/20,17 Economic,Local,SOLR,0,
05/20,17 Economic,System,SOLR,0,1
05/20,17 ExDispatch,System,SOLR,0,
05/20,19 Economic,System,SOLR,0,0
05/20,20 Economic,System,SOLR,0,4
