TYPE,YTD CURTAILED MWH
LocalEconomic,"76,900"
LocalExDispatch,928
LocalSelfSchCut,"3,352"
SystemEconomic,"187,371"
SystemExDispatch,277
SystemSelfSchCut,681
TOTAL,"269,509"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
05/15,8 Economic,,Local,SOLR,8,
05/15,8 Economic,,System,SOLR,47,226
05/15,8 ExDispatch,,System,SOLR,0,0
05/15,9 Economic,,Local,SOLR,267,243
05/15,9 Economic,,System,SOLR,171,480
05/15,9 Economic,,System,WIND,2,8
05/15,9 ExDispatch,,Local,SOLR,2,1
05/15,9 ExDispatch,,System,SOLR,0,
05/15,10 Economic,,Local,SOLR,296,442
05/15,10 Economic,,System,SOLR,24,80
05/15,10 ExDispatch,,Local,SOLR,1,
05/15,11 Economic,,Local,SOLR,485,582
05/15,11 Economic,,System,SOLR,17,25
05/15,11 ExDispatch,,Local,SOLR,1,3
05/15,11 SelfSchCut,,Local,SOLR,8,11
05/15,12 Economic,,Local,SOLR,633,721
05/15,12 Economic,,Local,WIND,17,
05/15,12 Economic,,System,SOLR,3,
05/15,12 ExDispatch,,Local,SOLR,2,2
05/15,12 SelfSchCut,,Local,SOLR,1,
05/15,13 Economic,,Local,SOLR,594,682
05/15,13 ExDispatch,,Local,SOLR,1,2
05/15,13 SelfSchCut,,Local,SOLR,6,
05/15,13 SelfSchCut,,Local,WIND,26,31
05/15,14 Economic,,Local,SOLR,659,742
05/15,14 Economic,,Local,WIND,11,
05/15,14 Economic,,System,SOLR,9,35
05/15,14 ExDispatch,,Local,SOLR,0,
05/15,14 SelfSchCut,,Local,WIND,8,
05/15,15 Economic,,Local,SOLR,392,542
05/15,15 Economic,,Local,WIND,8,48
05/15,15 Economic,System,SOLR,18,25
05/15,15 ExDispatch,Local,SOLR,0,
05/15,16 Economic,Local,SOLR,249,357
05/15,16 ExDispatch,Local,SOLR,0,
05/15,16 ExDispatch,System,SOLR,0,0
05/15,17 Economic,Local,SOLR,210,328
05/15,17 ExDispatch,Local,SOLR,0,
05/15,17 ExDispatch,System,SOLR,0,
05/15,18 Economic,Local,SOLR,20,93
